latitude,longitude,depth,temperature,salinity
53.7999907,-9.7769698,14.44542949,9.312411665,33.99990433
53.7999907,-9.7769698,14.74326079,9.312164386,34.00653724
53.7999907,-9.7769698,15.04109137,9.311583736,34.00309192
53.7999907,-9.7769698,15.33892134,9.307808813,34.0080258
53.7999907,-9.7769698,15.63675046,9.306598065,34.00649166
53.7999907,-9.7769698,15.93457889,9.305700574,34.01080623
53.7999907,-9.7769698,16.23240648,9.3054035,34.0105847
53.7999907,-9.7769698,16.53023304,9.305087086,34.01677698
53.7999907,-9.7769698,16.82805821,9.304533598,34.01968441
53.7999907,-9.7769698,17.12588143,9.304458129,34.03081496
53.7999907,-9.7769698,17.42370171,9.306634699,34.04300859
53.7999907,-9.7769698,17.72151948,9.30482646,34.05014441
53.7999907,-9.7769698,18.01933672,9.30416517,34.04404249
53.7999907,-9.7769698,18.31715372,9.304278666,34.0492777
53.7999907,-9.7769698,18.61496999,9.304665089,34.04755875
53.7999907,-9.7769698,18.91278624,9.305285543,34.04663841
53.7999907,-9.7769698,19.21060115,9.304567924,34.056312
53.7999907,-9.7769698,19.50841415,9.304330788,34.06037796
53.7999907,-9.7769698,19.80622661,9.306839706,34.05857973
53.7999907,-9.7769698,20.1040378,9.308696547,34.06938397
53.7999907,-9.7769698,20.40184756,9.311438253,34.06923491
53.7999907,-9.7769698,20.69965549,9.311743605,34.08315275
53.7999907,-9.7769698,20.99746204,9.312867388,34.07866893
53.7999907,-9.7769698,21.29526816,9.314017773,34.08442333
53.7999907,-9.7769698,21.59307328,9.315623748,34.08507139
53.7999907,-9.7769698,21.89087875,9.317269421,34.07912933
53.7999907,-9.7769698,22.18868393,9.318142188,34.08503321
53.7999907,-9.7769698,22.48648814,9.320091572,34.08535684
53.7999907,-9.7769698,22.78429212,9.323331897,34.08506997
53.7999907,-9.7769698,23.08209521,9.323129379,34.09097636
53.7999907,-9.7769698,23.3798978,9.325348586,34.08679384
53.7999907,-9.7769698,23.67769982,9.330486534,34.0945955
53.7999907,-9.7769698,23.97549914,9.331378795,34.10890314
53.7999907,-9.7769698,24.27329735,9.333104485,34.10184647
53.7999907,-9.7769698,24.57109525,9.335385175,34.10953167
53.7999907,-9.7769698,24.86889212,9.336953427,34.10871361
53.7999907,-9.7769698,25.16668848,9.339818576,34.11206237
53.7999907,-9.7769698,25.46448362,9.339316611,34.11683067
53.7999907,-9.7769698,25.76227809,9.341135568,34.11536396
53.7999907,-9.7769698,26.0600718,9.341964937,34.12109023
53.7999907,-9.7769698,26.35786455,9.343285418,34.12121326
53.7999907,-9.7769698,26.65565673,9.343097337,34.12343269
53.7999907,-9.7769698,26.95344828,9.341243121,34.12338844
53.7999907,-9.7769698,27.25123872,9.341560987,34.12980716
53.7999907,-9.7769698,27.54902804,9.341202169,34.13033151
53.7999907,-9.7769698,27.84681735,9.341712916,34.12695556
53.7999907,-9.7769698,28.14460677,9.342724766,34.12663287
53.7999907,-9.7769698,28.44239519,9.343749073,34.13330276
53.7999907,-9.7769698,28.74018268,9.342747666,34.13180702
53.7999907,-9.7769698,29.03796978,9.34370805,34.13368694
53.7999907,-9.7769698,29.33575701,9.344489056,34.12809525
53.7999907,-9.7769698,29.73210457,9.347099013,34.13294776
53.8412383,-9.7480337,0.148956488,9.48484108,33.80189773
53.8412383,-9.7480337,0.44684782,9.486042749,33.81133699
53.8412383,-9.7480337,0.744744514,9.484674317,33.81137665
53.8412383,-9.7480337,1.042640286,9.480853607,33.81539285
53.8412383,-9.7480337,1.340534908,9.478092608,33.81714188
53.8412383,-9.7480337,1.638429066,9.47525173,33.81532702
53.8412383,-9.7480337,1.936321773,9.466989778,33.82461761
53.8412383,-9.7480337,2.234212582,9.46063329,33.82600744
53.8412383,-9.7480337,2.532103233,9.453506478,33.82021931
53.8412383,-9.7480337,2.829993357,9.446839736,33.82477454
53.8412383,-9.7480337,3.127882275,9.443858634,33.82585125
53.8412383,-9.7480337,3.42577164,9.438651485,33.81613803
53.8412383,-9.7480337,3.723660702,9.433673665,33.823418
53.8412383,-9.7480337,4.021547515,9.425258334,33.83016532
53.8412383,-9.7480337,4.319433212,9.417709975,33.82694189
53.8412383,-9.7480337,4.617318496,9.411914728,33.8280379
53.8412383,-9.7480337,4.915202332,9.402748557,33.83360199
53.8412383,-9.7480337,5.21308412,9.392405516,33.83904097
53.8412383,-9.7480337,5.510964191,9.386865807,33.84242738
53.8412383,-9.7480337,5.808843183,9.383742675,33.8437692
53.8412383,-9.7480337,6.106722071,9.38118768,33.83916643
53.8412383,-9.7480337,6.40460022,9.378650838,33.84624291
53.8412383,-9.7480337,6.702476994,9.376280879,33.84726838
53.8412383,-9.7480337,7.000353103,9.372688373,33.84787803
53.8412383,-9.7480337,7.298227707,9.36987114,33.85620821
