% Device,CC2325001
% File name,CC2325001_20240218_130905
% Cast time (UTC),2024-02-18 13:09:05
% Cast time (local),2024-02-18 13:09:05
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,53.8945177
% Start longitude,-9.638112
% Start altitude,80.837997436523438
% Start GPS horizontal error(Meter),12.25
% Start GPS vertical error(Meter),13.645999908447266
% Start GPS number of satellites,4
% End latitude,53.8945182
% End longitude,-9.6381413
% End altitude,86.512001037597656
% End GPS horizontal error(Meter),185.47500610351563
% End GPS vertical error(Meter),443.02899169921875
% End GPS number of satellites,3
% Cast duration (Seconds),37
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2023-07-20
% Temperature calibration date,2023-07-19
% Pressure calibration date,2023-06-26
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15015871747321929,9.5253818609597065,26029.971852603681,37696.863075159228,23.277383945697313,1473.8356863911006,1017.8855572786634
0.44999999999999996,0.4502122624544268,9.3781317632362544,28023.213820315228,40757.325053776,25.348672362752126,1475.8068161794747,1019.5217523065664
0.74999999999999989,0.7498842302244948,9.27129373983295,29218.226150102215,42627.842374305175,26.621504935299711,1476.9622191973483,1020.53118328874
1.05,1.04922486444325,9.1468132302300074,30683.887772531074,44929.357778790873,28.197071465984909,1478.4244439260644,1021.7804874372498
1.35,1.348224393666088,9.0607758621687911,31955.184239626018,46909.066852934717,29.562573843863827,1479.7777267915913,1022.861283680543
1.65,1.6469817688998045,9.0158946747521114,32627.36042563515,47958.992020651473,30.289716606906108,1480.5055114565857,1023.4377205517159
1.9500000000000002,1.9455978560508191,9.0163260239841545,33113.446343801435,48672.873020522384,30.789498028700336,1481.1243460266182,1023.8297744517737
2.25,2.2441178040238823,8.99787433833876,33424.66758283908,49156.996184827229,31.126397056430875,1481.4734807752866,1024.0973959025484
2.55,2.5425751810578037,8.9551698709426617,33579.319192357914,49446.548669888442,31.323576323030355,1481.5612155605872,1024.2594837792647
2.7408014452135241,2.7323809974047517,8.9665225077951742,33583.7546432402,49436.55129183871,31.318075909290926,1481.5998613011896,1024.2543256618947
