Malin Shelf,Donegal Bay,Killary Harbour,Galway Bay,Clew Bay,Castlemaine Harbour,Deenish Island,Bantry Bay,Dumanus Bay
0.11174871639987918,0.09649652672908486,0.09951676230745997,0.08199939595288432,0.11250377529447297,0.09921473874962247,0.06553911205074,0.06010268800966477,0.06357595892479613
