% Device,CC2325001
% File name,CC2325001_20240403_124240
% Cast time (UTC),2024-04-03 12:42:40
% Cast time (local),2024-04-03 13:42:40
% Sample type,Cast
% Cast data,Processed
% Location source,Manual
% Default latitude,32
% Default altitude,0
% Start latitude,
% Start longitude,
% Start altitude,
% Start GPS horizontal error(Meter),
% Start GPS vertical error(Meter),
% Start GPS number of satellites,
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),97
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2023-07-20
% Temperature calibration date,2023-07-19
% Pressure calibration date,2023-06-26
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14923386133899538,9.8523013230323713,36958.9296875,53022.2227578921,33.983285227392386,1488.0631486206532,1026.1839818428873
0.44999999999999996,0.447697959843401,9.7948283355455761,36923.299963508282,53058.603433011209,34.000922013325415,1487.8819004458205,1026.2087329464123
0.74999999999999989,0.74614833111357082,9.6824537914423683,36881.999427322313,53170.977533923317,34.064772483685516,1487.5578466131606,1026.2786915578672
1.05,1.0445877053658357,9.513890177292728,36698.087384112485,53164.229235823404,34.035184820995539,1486.9141781222365,1026.2847520954804
1.35,1.3430255312760464,9.3831923475178716,36556.063952190489,53159.78746637451,34.012488527477721,1486.4146505127549,1026.2897313727376
1.65,1.6414634910821118,9.3509558289142714,36511.632516545083,53145.002279401066,33.997000963992981,1486.2827989744285,1026.2842220321868
1.9500000000000002,1.9399012160546176,9.3393192778427156,36506.338509169407,53155.303129035739,34.002450945345977,1486.2518480771205,1026.2917373330431
2.25,2.2383321366757469,9.2901129514653,36498.6581563498,53220.381933431512,34.041232562018912,1486.1242042144288,1026.3314130915965
2.55,2.5367469664014304,9.2319062256818665,36519.851795524723,53341.831966293437,34.118717674079328,1486.0108290564424,1026.4028096064776
2.85,2.8351488698910026,9.2162367494696049,36522.791446053008,53370.555788282523,34.136635046661361,1485.9802699952472,1026.4207222005141
3.15,3.1335493123613558,9.1989679644839786,36492.761876971053,53353.601071922996,34.121787360904172,1485.9036508771485,1026.4132513039303
3.4499999999999997,3.4319492820556823,9.1722684178408063,36475.023324782567,53369.332815113215,34.128754437481788,1485.8191314913458,1026.4243655523642
3.75,3.7303453025726712,9.1467995057010576,36465.200548430272,53394.755989272351,34.142793614078663,1485.7477478522289,1026.4408108598075
4.05,4.0287378018959377,9.1343916020046727,36459.8185011529,53406.281451068338,34.14894418663404,1485.7146357328484,1026.4489812158729
4.35,4.3271269678215667,9.1268159798089137,36468.390267512194,53430.695510956357,34.165009098692444,1485.7114379289192,1026.4641352518904
4.6499999999999995,4.6255124835538837,9.11298805561309,36464.086185159351,53446.0454266178,34.173655725208164,1485.6761502416875,1026.4744855888418
4.9499999999999993,4.92389716962084,9.1069331334798029,36450.580105448316,53435.733964699342,34.165241427702831,1485.6484918558997,1026.4702343350975
5.2499999999999991,5.2222803131257027,9.1054095131925052,36466.024497905833,53460.763290058429,34.182675864566605,1485.6692173878744,1026.4854897542396
5.55,5.5206586905854644,9.077029765071492,36454.735098651086,53488.721508258786,34.198028140349393,1485.5886055211256,1026.5034174172486
5.85,5.81903335365555,9.0524705439182078,36435.590187362934,53499.187585187348,34.201513034718005,1485.5074229442716,1026.5114376310341
6.1499999999999995,6.1174077688000379,9.0451610817332178,36418.656892962746,53485.804936465727,34.190712279906847,1485.472175994614,1026.5055141992971
6.4499999999999993,6.4157843186623671,9.0504112257733649,36412.742187162155,53468.872880455405,34.179344143340565,1485.4824787907003,1026.4971403761324
6.7499999999999991,6.7141583773933275,9.0354152018767326,36426.144381829639,53512.119898894438,34.207631730796848,1485.4669226071821,1026.5230459401578
7.0499999999999989,7.0125261526126632,9.0007332545411387,36407.564021898383,53539.380679438422,34.221457451012981,1485.361042868338,1026.540766892685
7.35,7.3108915577138776,8.9958608366861412,36399.351317803485,53534.975173394712,34.217418715292467,1485.34304886159,1026.539745561083
7.6499999999999995,7.6092542204299285,8.98938627030931,36415.3557682873,53568.716243778057,34.240262846741807,1485.3521757144524,1026.5600287790608
7.9499999999999993,7.9076133061648477,8.9736840704259588,36402.071767339206,53573.924588041889,34.241357878114435,1485.3005448766303,1026.564750572237
8.25,8.205971413238327,8.9646650102186953,36393.4161214126,53575.40860547746,34.240852447880073,1485.2715829748481,1026.5671542608272
8.5499999999999989,8.5043267981059287,8.9551349260844688,36401.647919944138,53602.567033212181,34.258526259319133,1485.2630721436217,1026.5838744743767
8.85,8.80267842766447,8.9349064181010256,36389.15873265038,53616.117699443908,34.264827716912464,1485.2010860026239,1026.5933878037301
9.1499999999999986,9.1010285922978618,8.9318067802160286,36385.343023863781,53615.392866551229,34.263680662749557,1485.1931618348071,1026.594346636484
9.45,9.39937635377498,8.9260124314983589,36396.810662355791,53641.450989629775,34.2811555694946,1485.1981816872733,1026.6103170436611
9.75,9.6977215370101018,8.9187136320943079,36389.780474374544,53642.630538827507,34.280696563469476,1485.1755939908678,1026.6124808500506
10.049999999999999,9.9960638766869145,8.9142315763939184,36404.927391068413,53672.051081363956,34.300769359421579,1485.1886522494528,1026.6302777959822
10.35,10.294403228254446,8.90332603136032,36395.08488914217,53674.800011475258,34.300851115874828,1485.1533990611727,1026.6334365268674
10.649999999999999,10.592740258414318,8.8922058902606871,36397.235287462463,53695.583293269243,34.31372259636229,1485.1330720493938,1026.6466455935185
10.95,10.891075353595145,8.89360977868477,36397.881841571085,53694.312997698493,34.312901035772036,1485.1421790402683,1026.64714481293
11.25,11.18940673389867,8.9013315032234654,36435.9525228214,53738.232256979245,34.345227579276226,1485.2153953264569,1026.6726048613771
11.549999999999999,11.487732898713746,8.9022394745506936,36448.616779768359,53755.47064837582,34.357493276460623,1485.2387643263005,1026.6834326984729
11.85,11.786056107812229,8.8910951652534429,36446.70404875456,53770.325023490586,34.3661423970179,1485.2131615074798,1026.6933399951186
12.149999999999999,12.084377965610706,8.884657594582233,36437.730930854836,53767.299889553564,34.362821626953085,1485.1902193604428,1026.6931247409141
12.45,12.382700460969879,8.8835528510243567,36430.372260426171,53758.194160747254,34.356026524268415,1485.1827082562668,1026.6893425597298
12.75,12.681022713166856,8.88914042465468,36442.195184116441,53766.774145744326,34.36287949127982,1485.2167155213656,1026.6951894227523
13.049999999999999,12.979345431958921,8.9079348532807909,36451.1040362737,53750.109220743121,34.353877903858596,1485.280004897925,1026.686521916515
13.35,13.277667024216994,8.9185366192124764,36481.884951676169,53778.683557668191,34.375752152971643,1485.3509850187102,1026.70333455441
13.649999999999999,13.575982669349195,8.9160867716662846,36507.461527609732,53820.273803091419,34.404812701050133,1485.3826068829937,1026.727848810978
13.95,13.874294321759944,8.9208455012115522,36515.346770338758,53824.346402324409,34.408326962484026,1485.4094273196356,1026.7312092092172
14.249999999999998,14.172606265678073,8.93195413558924,36520.184928456983,53813.854608145164,34.402487444043338,1485.4481805526377,1026.7262331670254
14.549999999999999,14.470917955433052,8.93221191503808,36527.612599145767,53824.390656592383,34.409884371974634,1485.4631575509554,1026.7333497519555
14.85,14.769227619949211,8.9351822207505549,36538.195491411119,53835.2722754335,34.417959046289646,1485.4889780460458,1026.7405651982115
15.149999999999999,15.0675330724995,8.9507073267277555,36581.050476061995,53873.767818768676,34.447684992919854,1485.5877335550706,1026.7627353036066
15.45,15.365823988965792,8.9522632922509811,36676.620169518035,54012.0401603519,34.546233868244364,1485.7195646503687,1026.8410288533657
15.749999999999998,15.664101060570419,8.9314326662141337,36672.910446644441,54039.731843035355,34.562482643400429,1485.6676513323214,1026.858443948262
16.05,15.962376515609176,8.93972774861453,36673.524009816683,54027.428094666655,34.554905607225443,1485.6938618270478,1026.852550210489
16.35,16.260651717519526,8.9584598116573861,36702.8060378302,54040.740129843478,34.567234599416949,1485.7830230874433,1026.860577843893
16.650000000000002,16.558920697244748,8.9671866682257431,36753.962048003574,54102.158072432721,34.612231003602929,1485.8754391970792,1026.8957843749824
16.95,16.857184243267383,8.9534430431979111,36740.146913921271,54103.71323340894,34.611000400080052,1485.8282023680554,1026.8983832551458
17.25,17.155447083283057,8.9612497181109774,36750.630711509861,54106.711349776029,34.614241591186776,1485.8658940790006,1026.9010368764616
17.55,17.453708348139553,8.95939355797846,36757.469223474007,54119.737386827052,34.623081491958757,1485.8748528989977,1026.9096207444179
17.85,17.751968531125126,8.9624123318497659,36758.434971424969,54116.348703759635,34.621007845246091,1485.8883606185873,1026.9088776219473
18.150000000000002,18.050227221044597,8.9658907859100871,36774.722966135145,54134.78362444455,34.634553997542731,1485.9227654068275,1026.9202931662928
18.45,18.34848340981242,8.950970455624006,36763.957907176926,54142.720243048228,34.637678511543278,1485.8765475426055,1026.926491899713
18.75,18.64673697091871,8.9283803228876479,36751.9756078079,54161.111226131085,34.647014367685742,1485.8096630981534,1026.9387790278474
19.05,18.944987938739409,8.9217131691421958,36750.206053537993,54169.148047287919,34.6515254690056,1485.7955504532361,1026.9447412490849
19.35,19.243237965356457,8.9251885364648036,36753.698453146826,54168.746053749674,34.651654990611931,1485.8134606605911,1026.9456516231687
19.650000000000002,19.541488605422835,8.9297908183210364,36751.581008954548,54158.278201216955,34.644795397066275,1485.8269302067838,1026.9409077954729
19.95,19.839739334708632,8.9299718398728984,36755.7598631119,54164.147315793343,34.648862506735924,1485.8375312954875,1026.9454282564077
20.25,20.137989585224311,8.9304361343383789,36753.74609375,54160.438651942881,34.646152902656524,1485.8408425285875,1026.9445958649144
20.5295108795166,20.415868753384981,8.9344627170218232,36771.4972010465,54180.167088075912,34.660719524724946,1485.8782017845681,1026.9566315918924
