% Device,CC2325001
% File name,CC2325001_20240612_093507
% Cast time (UTC),2024-06-12 09:35:07
% Cast time (local),2024-06-12 10:35:07
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,53.800127
% Start longitude,-9.8662528
% Start altitude,68.805000305175781
% Start GPS horizontal error(Meter),15.289999961853027
% Start GPS vertical error(Meter),17.834999084472656
% Start GPS number of satellites,5
% End latitude,53.8001868
% End longitude,-9.8673726
% End altitude,-87.3479995727539
% End GPS horizontal error(Meter),801.21002197265625
% End GPS vertical error(Meter),1179.196044921875
% End GPS number of satellites,4
% Cast duration (Seconds),97
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2023-07-20
% Temperature calibration date,2023-07-19
% Pressure calibration date,2023-06-26
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14899576226585079,13.627263156707002,40981.0390625,53046.780581171333,34.442592937196935,1501.607216823815,1025.8350663334145
0.44999999999999996,0.44696627228927271,13.614194805652456,40978.766099362321,53061.790237516143,34.452119030286475,1501.5805701792351,1025.8464636077788
0.74999999999999989,0.74494165768863185,13.606903850409184,40967.5972458286,53057.346173842932,34.448081234830866,1501.5568647496605,1025.846179312997
1.05,1.0429184977451,13.605447891146993,40951.218557905588,53038.134246457645,34.43388606744324,1501.5403140016456,1025.8368374758734
1.35,1.3408963924175654,13.615368835736353,40965.2430741695,53042.667089921037,34.437986420506455,1501.5826351531105,1025.8393075950012
1.65,1.6388730623500525,13.618010256993314,40975.563262781659,53052.400926535847,34.445170248351765,1501.6047217052003,1025.8456599484225
1.9500000000000002,1.9368479410994146,13.610361434363883,40973.110003969829,53059.733814746243,34.449639909001483,1501.5898743205739,1025.8520303343978
2.25,2.2348210711257881,13.601083773890535,40968.203465016821,53066.131128586851,34.453275888009031,1501.5686982758919,1025.8580904785054
2.55,2.5327924673986093,13.596634831532724,40969.586151698859,53074.039136473475,34.458464159704427,1501.565183746653,1025.8643579402285
2.85,2.8307619513551643,13.591637390269893,40971.692365691364,53083.640830463381,34.4648283698883,1501.5612554916218,1025.8716477640148
3.15,3.1287314591246989,13.589352125375724,40957.422796843108,53068.295450741942,34.453357904878729,1501.5451928032303,1025.8645836812182
