% Device,CC2325001
% File name,CC2325001_20240612_091431
% Cast time (UTC),2024-06-12 09:14:31
% Cast time (local),2024-06-12 10:14:31
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,53.8500921
% Start longitude,-9.8670852
% Start altitude,57.271999359130859
% Start GPS horizontal error(Meter),108.40899658203125
% Start GPS vertical error(Meter),640.4730224609375
% Start GPS number of satellites,3
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),136.4
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2023-07-20
% Temperature calibration date,2023-07-19
% Pressure calibration date,2023-06-26
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14899741996622593,13.690680494306744,41032.898437499993,53026.850281862964,34.434099688144919,1501.8048774252118,1025.815423761858
0.44999999999999996,0.44697594595635892,13.684718144680785,41025.615272773524,53025.609646860794,34.432516494453431,1501.7884610284016,1025.8167688927103
0.74999999999999989,0.74496119127034033,13.682670802475062,41007.056558090342,53004.427702890876,34.416836256790447,1501.7682464522484,1025.80640339608
1.05,1.0429486976329594,13.681298649343514,40996.998193108331,52993.306358141257,34.408516991813592,1501.7589133456017,1025.8015914246312
1.35,1.3409408906119749,13.680145849453934,40956.518877733979,52942.560037311989,34.371483241198177,1501.7164681673196,1025.7745272355749
1.65,1.6389356706934455,13.676938051435327,40964.116127756191,52956.772422469447,34.381364550076043,1501.7225677413685,1025.7841696638325
1.9500000000000002,1.9369328701380009,13.672059938061574,40920.601045676,52907.190761515885,34.344831933883732,1501.6685132025582,1025.7582611556463
2.25,2.2349351556356676,13.667854413269806,40901.639222091006,52888.426113519527,34.330709539426437,1501.6430609646648,1025.749545124683
2.55,2.5329387387213158,13.662131428277974,40893.055063405991,52885.153446941484,34.327676901614332,1501.6257022710536,1025.7497179872792
2.85,2.8309422046388795,13.653018692400384,40881.436137780329,52882.591736383685,34.324841798568414,1501.5974675995194,1025.7507413899973
3.15,3.1289443131374428,13.645197195362071,40882.021035491285,52894.051528345757,34.332291315794379,1501.5855768103377,1025.7594523864175
3.4499999999999997,3.4269439923065721,13.640070511820102,40885.524994652595,52905.603500575395,34.340059877465961,1501.5828901032519,1025.7678551786751
3.75,3.7249423037981013,13.635972934531704,40880.65723026928,52904.914934510867,34.339051221216415,1501.573230500806,1025.7692575862968
4.05,4.0229394822751328,13.636038502119533,40888.380155620347,52914.819609905469,34.346113019586475,1501.5867270965985,1025.7760450004178
4.35,4.3209355129766571,13.633287920232437,40885.324740032876,52914.632614819508,34.3455942960173,1501.5820590011197,1025.7775490495917
4.6499999999999995,4.6189319779329416,13.623128798350546,40865.345334764854,52902.68629986039,34.335854147580825,1501.5422328281316,1025.7734450605901
4.9499999999999993,4.9169257926032328,13.61361344370132,40883.146753273671,52938.773540167807,34.360992878137495,1501.54562261677,1025.7961849413039
5.2499999999999991,5.21491657935665,13.607667217336941,40871.9817321594,52932.467406118834,34.355735845353713,1501.5248827727478,1025.7946806753673
5.55,5.5129062362120518,13.588055534499544,40859.2488152152,52942.8708563523,34.36129952622067,1501.4720609220105,1025.804353741715
5.85,5.8108931013300626,13.579477960140098,40860.570963179111,52956.355455866738,34.3701373595073,1501.4592905280824,1025.8142910633474
6.1499999999999995,6.1088795012426029,13.575443294554725,40845.124287938037,52941.872859441253,34.35913253688792,1501.4380289990102,1025.807946301386
6.4499999999999993,6.4068664689933641,13.560146053614494,40828.32809895117,52941.096283949453,34.35699428379224,1501.3902412630578,1025.8107711996
6.7499999999999991,6.7048521593739983,13.542032900049255,40812.907335925738,52945.971274745061,34.358681625624058,1501.3376943052501,1025.8171306260329
7.0499999999999989,7.00283625526065,13.532261314796074,40805.97192377795,52950.398615859056,34.360835295093644,1501.3130854948513,1025.8221389931091
7.35,7.3008195315810696,13.524455199318968,40795.997356904387,52948.182064915447,34.358360168867357,1501.2894685580129,1025.8231630717867
7.6499999999999995,7.598801461059602,13.517006946657853,40796.931038482275,52959.632994045838,34.365823325705158,1501.2787479603442,1025.8318018903321
7.9499999999999993,7.8967808872875551,13.509982087019715,40798.864523745491,52971.804078684938,34.373848003492654,1501.2700784908425,1025.8407881878061
8.25,8.19475781812383,13.503982745799574,40801.51529070182,52983.499862949742,34.381625576628281,1501.2644868197497,1025.849373185491
8.5499999999999989,8.4927343540723186,13.497484889690606,40784.236676547676,52970.001538294586,34.371096597827744,1501.2356508949652,1025.8438968171938
8.85,8.79071065249214,13.485741917765443,40778.284801001369,52978.431451489916,34.37595581331086,1501.2077143779816,1025.8513983714695
9.1499999999999986,9.0886851914771825,13.467531290039924,40760.894693901857,52980.90795919588,34.375877969511784,1501.152653270565,1025.8564010261518
9.45,9.3866573374017488,13.439331556124902,40740.559995878517,52993.325256441589,34.382036717049353,1501.0720279827299,1025.868265699306
